A47,Share tips (from other's blog to fb),,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A48,Share tips (from other's blog to twitter),,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A49,Share tips (from other's blog to G+),,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A50,Share tips (from other's blog to Linkedin),,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A51,"Give thanks, appreciation or comments to clients and social media followers. (fb)",,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A52,"Give thanks, appreciation or comments to clients and social media followers (twitter)",,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A53,"Give thanks, appreciation or comments to clients and social media followers(G+)",,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A54,"Give thanks, appreciation or comments to clients and social media followers (Linkedin)",,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A55,"Give thanks, appreciation or comments to clients and social media followers (Pinterest)",,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A56,"Give thanks, appreciation or comments to clients and social media followers (Instagram)",,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A57,Share relevant breaking news to fb,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A58,Share relevant breaking news to Twitter,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A59,Share relevant breaking news to G+,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A60,Share relevant breaking news to Linkedin,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A61,Post original  video/infographic/article  to tumblr,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A62,Post original  video/infographic/article  to wordpress,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A63,Post original  video/infographic/article to hubpages,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A64,Post original  video/infographic/article to weebly.com,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A65,Post original video/infographic/article  to yola.com,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A66,Post relevant video from other site to wix.com --> tumblr,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A67,Post relevant infographic from other site to tripod.lycos.com/ --> tumblr,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A68,Post relevant .pdf/image/any from other site to blogbaker.com --> tumblr,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A69,Post relevant article from other site to http://business.blinkweb.com/ --> tumblr,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A70,Post relevant video from other site to http://www.webs.com/ --> wordpress,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A71,Post relevant infographic from other site to https://us.webnode.com/ --> wordpress,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A72,Post relevant pdf/image from other site to http://puzl.com/ --> wordpress,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A73,Post relevant article from other site to http://www.bravenet.com/ --> wordpress,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A74,Post relevant video from other site to http://www.own-free-website.com/ --> hubpages,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A75,Post relevant infographic from other site to http://www.jimdo.com/ --> hubpages,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A76,Post relevant pdf/image from other site to http://pen.io/ --> hubpages,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A77,Post relevant article from other site to http://www.moonfruit.com/ --> hubpages,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A78,Post relevant video from other site to http://octomobi.com --> weebly.com,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A79,Post relevant infographic from other site to http://www.beep.com --> weebly.com,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A80,Post relevant pdf/image from other site to http://journalhome.com --> weebly.com,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A81,Post relevant article from other site to hhttp://xbuild.com --> weebly.com,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A82,Post relevant video from other site to http://www.ucoz.com/#choice --> yola.com,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A83,Post relevant infographic from other site to http://www.1minutesite.co.uk --> yola.com,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A84,Post relevant pdf/image from other site to http://www.webstarts.com --> yola.com,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A85,Post relevant article from other site to https://webeden.co.uk --> yola.com,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A86,Post relevant video from other site to http://www.npage.de/en/anmelden.html  --> tumblr,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A87,Post relevant infographic from other site to https://www.en.sitew.com  --> tumblr,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A88,Post relevant article from other site to https://webeden.co.uk  --> tumblr,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A89,"Image submission 9Gag.com (create meme's image, image with qoutes or label, short info, etc..)",,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A90,Share that 9gag.com image  to fb,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A91,Share that 9gag.com image  to twitter,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A92,Share that 9gag.com image  to G+,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A93,"Image submission https://www.flickr.com/ (create meme's image, image with qoutes or label, short info, etc..)",,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A94,"Image submission http://www.deviantart.com/ (create meme's image, image with qoutes or label, short info, etc..)",,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A95,"Image submission http://weheartit.com/ (create meme's image, image with qoutes or label, short info, etc..)",,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A96,Link Prospecting/find target audience to fb,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A97,Link Prospecting/find target audience to twitter,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A98,Link Prospecting/find target audience to G+,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A99,"Blog commenting (comment 1 blog related to cleint's services, put bait links)",,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A100,"Ask or answer questions in Yahoo Answers. (answer or ask question related to cleint's services, put bait links)",,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A101,Linkedin Groups (Ask question /help or post tips) = put bait links,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A102,Google+ Groups/Communities (Ask question /help or post tips) = put bait links,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A103,TripAdvisor,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A104,make a GIF and post it to FB page,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A105,Convert Article into FB Album,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A106,Share Inspirational qoute to Instagram,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A107,Share Inspirational qoute to Pinterest,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A108,Google+ collections,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A109,Grab related video from youtube -> Post/Embed to Weebly -> OurSite,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A110,Grab infographics from visually -> Post/Embed to WP.org -> OurSite,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A111,Grab image from pinterest -> Post/Embed to Blogger -> OurSite,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A112,Grab pdf/ppt from pdfsr -> Post/Embed to Tumbler -> OurSite,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A113,Grab related video from vimeo -> Post/Embed to Wix -> OurSite,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A114,Grab image from flickr -> Post/Embed to medium.com -> OurSite,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A115,Grab image from instagram-> Post/Embed to articles.org -> OurSite,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A116,Grab image from devianart -> Post/Embed to articles.org -> OurSite,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A117,Grab pdf/ppt from slideshare -> Post/Embed to WP.org -> OurSite,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A118,share fb post to fb group,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
A119,share article to fb group,,2016-12-02 07:10:52,2016-12-02 07:10:52^*^
